week,T_intl_solidarity,T_motivational,T_regions,T_protests,T_terrorism_middle_east,T_criticism_politicians,T_military,T_crime,T_online_promotion,T_trump,T_bible,T_criticism_Facebook,T_elections,T_immigration,T_brexit,T_misc_news,T_email_promotion,T_terrorism_europe,T_islam_sex,T_refugees,T_self_promotion,T_islam_videos,T_leadership,T_media_and_aid,T_merchandise,T_UKIP_misc,T_islam_general,T_terrorism_general,T_islam_sharia,T_misc_values,M_motivational,M_promotional,M_repression,M_islam,M_terrorism,M_politics,M_immigration,issue_total,instrumental_total,main_total
2013-10-22,0.006996420720692778,0.018597730461130092,0.014607458216750717,0.0365502986417281,0.005279374467644696,0.009280664276173968,0.015451053572888236,0.007731800147412103,0.33620787674177577,0.013438985784057654,0.03053831238692918,0.04404709621806541,0.016616117118799772,0.008161681350470204,0.010286353287699172,0.009014112274401067,0.02983113575424889,0.004279858107514039,0.017163649528535205,0.0064427772791952,0.17485267725642434,0.017770874559844923,0.02332372958421968,0.01623930471309881,0.045215158531698406,0.014911302270835921,0.022026254261463943,0.008309750958663951,0.027367263459637255,0.009460928068000434,0.2004468284382472,0.4112541710277231,0.06737082580228508,0.08432804180948132,0.017868983533822685,0.044966405173693345,0.014604458629665404,0.1849507428669631,0.7156221239099835,0.9005728667769466
2013-10-29,0.005585006875094077,0.01672683690715023,0.011395554256069421,0.02962911177488572,0.005136492243165096,0.007222503266828931,0.01454691192137271,0.009513853058551014,0.4344811464067431,0.011899800400063842,0.031151128217143647,0.04087265846982108,0.012005767008166135,0.006702878535234008,0.008549820356310606,0.008383364246946516,0.03783122601779629,0.00454119297225272,0.017711316213414534,0.004939108461454238,0.10350390423546355,0.013235920236854822,0.02376252480800123,0.01350148176195803,0.05640806345935058,0.014417374555193143,0.019257008561274446,0.006325736903269748,0.022502023058741154,0.008260284811429376,0.12581574801770784,0.52872043588389,0.0646351832778223,0.07270626807028495,0.016003422118687563,0.03832294196342312,0.011641986996688246,0.1627353841290076,0.7488004789543059,0.9115358630833135
2013-11-05,0.008374414532428622,0.023206799777549053,0.014992680296872897,0.02417042273328815,0.00832521643452809,0.012277048057219677,0.02067159229854845,0.00950459775455264,0.27838700661402566,0.01693960695801167,0.03824003388300427,0.08414468578558014,0.01432859023166787,0.012633565512603346,0.015611723542112581,0.02310410590538117,0.0259939229761568,0.008954908862851824,0.015856334943629775,0.007419325559566955,0.10015689204583064,0.014502431505387766,0.025659806237206352,0.022012292649843158,0.0940935028003115,0.015842274966304873,0.0217286708242778,0.009898512173267156,0.022503971706323962,0.010465062431667173,0.13173810635580832,0.39847443239049396,0.1098044920227865,0.0745914089796193,0.02717863747064707,0.04711047215598441,0.0200528910721703,0.19910959973152217,0.6641874535023768,0.863297053233899
2013-11-12,0.00940472229981096,0.019925870614991525,0.022977623903540995,0.02726028403452226,0.011927293245787606,0.017643719123701006,0.024567072822355884,0.01128948131565765,0.25047831007845056,0.01826928802444106,0.04021855365860225,0.07664741452760657,0.019020700254189282,0.012055388046299036,0.032881436195792035,0.013685338611405086,0.047567205974274766,0.01028615282469168,0.018871969317944645,0.010297185933299218,0.08335051774615096,0.019993581720550723,0.022460764958953078,0.02109467404625043,0.07059286059826408,0.016645626371722778,0.021664726786283103,0.012558626009002464,0.02541154000823756,0.010952070947220753,0.11268111066095345,0.3686383766509894,0.09910817948655964,0.08594181783301603,0.03477207207948175,0.053935614650353125,0.022352573979598254,0.2328586326804627,0.6076879508330247,0.8405465835134874
2013-11-19,0.00937768896947791,0.021020404950290457,0.01696128918762398,0.02789414954654918,0.011306387237389404,0.016297778546873105,0.024828669153781627,0.00913262260406605,0.2163989839012807,0.018260361441877777,0.05210738893830936,0.11759702639901237,0.017535722308234896,0.017500072910636478,0.020639500805963898,0.012917954450423446,0.042514777860173915,0.008167869829217233,0.0194433048816106,0.00965871294252081,0.09400157827506475,0.019077142216305357,0.02219447432042029,0.019890541861781404,0.07096936057636173,0.017389792302311812,0.02290196207799851,0.010263442943922604,0.02271884308683972,0.011032195473680614,0.12439967219483312,0.32988312233781636,0.13979150071943267,0.08414125226275418,0.029737700010529243,0.05318587605242449,0.027158785853157286,0.22818490593671287,0.6219684447986313,0.8501533507353441
2013-11-26,0.010595579177956787,0.024799922675366036,0.027223793416551206,0.030672005417914133,0.01071898034803517,0.016998719219716244,0.02505875044682844,0.011336228200517325,0.19124691338969355,0.020510908312030982,0.05953450814798835,0.09236466239729896,0.02160027181025731,0.017750904008839708,0.025785355029452825,0.018547289713826038,0.03807984012920901,0.009217941721875586,0.019108841849067904,0.009887896821146819,0.082800033001272,0.01769980191413953,0.024293501734740285,0.02303207178071812,0.07289887764407188,0.022446520176941258,0.03085011850111388,0.010882239762050239,0.02086867965169276,0.01318884359968772,0.11819553485459483,0.3022256311629744,0.11665816413203925,0.08852744191601407,0.030819161831960994,0.06455770029922955,0.027638800829986526,0.24793808352453692,0.5677513355675227,0.8156894190920595
2013-12-03,0.010483569828823334,0.023028352370609885,0.021189842512579767,0.022707497344025326,0.014093224742842808,0.01751632335715853,0.027399500498523355,0.011414437428578398,0.24560961276196674,0.02068030767309087,0.06105949370718173,0.07488215385955019,0.022127282730866626,0.01615601827818079,0.025978231572082428,0.017671130591329923,0.03069327872464631,0.011259266225688217,0.022587713132314242,0.012456633032435832,0.07144570693485651,0.018340877520355393,0.022151248297359153,0.024322293767573472,0.0627188631316217,0.01920720638531494,0.028345690289325307,0.011319759848134735,0.02032682740291443,0.012827656050069103,0.10495762913428973,0.33902175461823475,0.09703340215690934,0.08960110834490936,0.03667225081666576,0.06201479678927244,0.028612651310616622,0.25571474518856596,0.5637202832534591,0.8194350284420251
2013-12-10,0.009643725410201965,0.021351401328821958,0.024556402067899216,0.030580220439880408,0.01168149964428418,0.01680900902241197,0.027172497248822536,0.012835597534645212,0.21934726483964748,0.018783196308208072,0.04456792714550955,0.078236649760882,0.022438641386891216,0.015166839206015087,0.02480411197075891,0.013573396879505801,0.03587049248311651,0.010058223518647423,0.01861939221064777,0.01033044060438205,0.09853538582679042,0.020604312198935805,0.025181361928799197,0.02028475707783953,0.07460413835524266,0.017839035725539513,0.02281205969750831,0.011091597861893267,0.03113352699534519,0.01148689532092684,0.12953051256581433,0.3298218956780066,0.10341801168968119,0.09316929110243707,0.032831321024824875,0.0590608734206388,0.025497279810397136,0.25056686014176566,0.5933506403733826,0.8439175005151482
2013-12-17,0.01085492717776348,0.025638139536440962,0.02154329558242615,0.0313956590568457,0.011797499243371236,0.016633972234061215,0.03072540510691484,0.012238003189398845,0.16346901318377097,0.01981810322032255,0.05670809694144358,0.06862682498247581,0.024607098690061047,0.01575855176029226,0.02213235452982572,0.016566630624442705,0.04035490340389276,0.009822831327527181,0.020171178418362704,0.010562759566165975,0.10153556145043816,0.020835644127820616,0.024535640321252265,0.023107328785449823,0.09527440524170637,0.021811365974953423,0.028212181959047643,0.011910512733752383,0.030121077645949006,0.013231033983824646,0.1380286281646426,0.29909832182937013,0.09316246530372808,0.09934008215117997,0.0335308433046508,0.06623656788533702,0.026321311326458235,0.2683922129639397,0.5616850743545865,0.8300772873185261
2013-12-24,0.008756490114201189,0.02721884089849639,0.017091558760954677,0.03320145478506631,0.010263676745953012,0.01313353562369901,0.028605986230292882,0.008871696415549435,0.18474336843209904,0.017352564107961002,0.05826402332781081,0.0792218053187756,0.021830028739080316,0.01301224406907374,0.015609991087019236,0.01574213964050066,0.05075606807515208,0.006811830525644115,0.016929750699383364,0.007546792028458572,0.11006753203050541,0.015542187320479633,0.025403038865900167,0.022507512458590923,0.09640153855830194,0.020530009488534246,0.03062983107192511,0.00982222177000305,0.021508795910821707,0.01262348689976637,0.146042863043203,0.33190097506555305,0.10462484418467576,0.08461056500260981,0.02689772904160018,0.059712602335575564,0.02055903609753231,0.22925761512316017,0.6157701370784981,0.8450277522016583
