date,posts,likes,shares,comments,haha,wow,sad,angry,love,photo,video,like_mention,share_mention,comment_mention,any_mention,supporters,recruits,T_intl_solidarity,T_motivational,T_regions,T_protests,T_terrorism_middle_east,T_criticism_politicians,T_military,T_crime,T_online_promotion,T_trump,T_bible,T_criticism_Facebook,T_elections,T_immigration,T_brexit,T_misc_news,T_email_promotion,T_terrorism_europe,T_islam_sex,T_refugees,T_self_promotion,T_islam_videos,T_leadership,T_media_and_aid,T_merchandise,T_UKIP_misc,T_islam_general,T_terrorism_general,T_islam_sharia,T_misc_values,M_motivational,M_promotional,M_repression,M_islam,M_terrorism,M_politics,M_immigration,issue_total,instrumental_total,main_total,media,elections,attacks,protests,actions,post_brexit,elections.lead,elections.lag,protests.lead,protests.lag,attacks.lag,actions.lag,cox_murder,cox_murder.lag
2014-04-01,160,308207,154306,87723,0,0,0,0,2,130,0,108,104,1,114,44276,195180,0.6927564307128653,1.9121935270998314,2.1456559626786533,3.894367818778297,0.8153867854479295,1.150905919061297,2.022512283483982,0.8965572716636372,9.994158997182115,1.103982195523237,3.3894736576872178,2.0784968990987727,1.7775879362682732,0.9745976022145598,0.8278847212835241,1.0585310854004795,31.20668744471111,0.7183142451253755,2.0626856495160766,0.7665055675180598,9.736501928485279,1.1554001362697746,1.6257640434981027,1.9616985351193397,9.103217940526175,1.4834085005151532,2.0640022884794185,0.8684241578230117,1.6405950594636163,0.8717454093648356,12.341451886297977,50.3040643824194,3.7042609425968758,6.922683133728885,2.402125188396316,4.364978632306663,1.7411031697326198,18.349959679312107,70.24414503009255,88.59410470940465,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-04-08,143,817295,615810,28043,0,0,0,1,4,107,2,78,81,0,88,32159,82921,0.7858198275087735,2.9340907995984375,2.2374731838372517,3.8924185963677553,0.8965051215847853,1.0675053932062835,2.392624665249844,1.704073556984453,8.670491245872372,1.4806562132435037,4.767985308186608,2.202487802045019,2.020118192687424,1.182314670690295,0.7687467014250214,1.273488488832036,22.49069371610027,0.7430023227578825,1.8045372946217892,0.7568386863122947,9.651450633030585,1.3697713740326174,2.666524973544156,1.9909823639301838,11.36266014585611,1.7836660723780466,2.6682997055866178,1.0248957505326273,2.266513275200479,1.143363918796475,13.371361260137796,42.52384510782875,4.869012775589175,8.109121649441503,2.664403194875295,5.284440478308975,1.9391533570025896,22.09381690186266,64.65663773992348,86.75045464178613,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-04-15,105,207139,557831,17506,0,0,0,1,5,78,1,45,19,1,48,35971,117120,0.9254789487193641,2.428309374920087,2.4613291193566758,4.769646606402647,0.9553876535462984,1.5093117727676697,2.1456514783132894,1.184940644388648,6.247547996162842,3.051735094360874,6.115560097674442,2.3724020209466277,2.3565142799017487,1.397208750422619,1.1147006358808174,1.4884243968263626,19.932785648512013,0.8620231826121948,1.9366385406415758,0.8603920975535634,10.289321418193726,1.6264611413232761,2.7858323262711164,2.064774337452279,10.29843259456228,1.688599987741877,2.519233789864684,1.2982570147742762,2.2036407133901736,1.1094583365159516,13.643109741833175,36.47876623923714,5.158234347217744,8.285974185219711,3.1156678509327693,7.0968493620045,2.2576008479761827,24.0866843688351,60.0497569346907,84.1364413035258,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-04-22,87,424949,863620,41666,5,1,7,1,10,80,3,7,1,0,8,62141,153991,1.265539961962665,3.1988274253410354,3.605506078994315,8.311220949382973,0.8464196174676595,1.2857524577762272,2.56028588341298,1.3970449787370143,3.4687882026032457,1.8556534213726532,7.75312330904668,5.084683818369667,3.2406351414954466,1.3191211011882829,1.1718191344283335,2.1850587293827592,0.9570208407085232,0.8217262259804967,2.1639234235954934,0.9980237180652409,16.104276670397915,2.2071488010368077,3.0500417724651903,2.3243822909082414,11.916150837106656,2.3246728687501332,3.098979066557225,1.3039561678983307,2.7432864918073756,1.436930613760439,20.568644057701615,16.341959880418425,8.134725590834858,10.213337782996902,2.972102011346487,7.420961431618232,2.317144819253524,26.880876907365142,53.35655047833787,80.23742738570301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-29,97,888167,490399,103329,415,215,15,48,1803,93,1,2,0,0,2,129142,374010,1.3524221832956171,3.22142954461023,2.9846485537025997,4.819524280359489,1.9941992356497766,1.9227667973038975,3.285652554159894,1.523882991428054,3.355272383837888,3.1172438371230906,6.50175847043611,4.10414209970155,2.9509885227497716,1.9634178979491153,1.5327972025427996,2.7750017541204293,2.8089201523175995,1.1711880140110094,2.306534110277704,1.1670345338918966,13.01414893563114,2.178649054310292,2.825945882948762,3.3999626606760356,11.351258300420577,2.300170333500947,3.756019208234106,1.7310909901011358,2.964177865071679,1.6197516496367994,17.588000663536985,17.515450836576065,6.930087982650313,11.205380237893783,4.896478239761922,8.36840269337381,3.130452431841012,32.410249148458476,46.853063763122854,79.26331291158132,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-06,124,718522,1883552,61532,2,3,6,64,12,116,2,3,1,1,5,117659,199017,1.3092681696346464,3.244700045427603,2.7812709911443187,5.144477069021013,1.1285297096406544,1.5649122050054218,3.1304042775233443,2.38359118552211,3.2365989774809223,2.0903805339238244,7.258450324825458,3.2191333975803134,2.70547307950565,1.5831843523431726,1.2083683999391543,1.9234811595603962,2.2631815703864735,1.0665550920268525,2.384454524765244,1.1397055574760557,14.959358528059683,2.0515023296679344,2.9329736367781023,3.881892581028145,12.975892155040366,2.491694987190125,3.533057233848061,1.6861965451755228,3.0973454904684234,1.623965890011008,19.51332674312193,18.47567270290776,6.152107034358416,11.066359578749662,3.8812813468430294,7.2875486006195995,2.7228899098192283,30.472074899076972,49.285583549409125,79.7576584484861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,116,755463,300345,71376,0,0,3,0,7,109,1,2,0,0,2,126755,236100,1.2254841073254485,3.2296703972826495,3.776246920826518,4.685452248240836,1.5224246352257509,1.9193223794033014,3.2298853843649953,2.0892683183457947,2.2821301063823736,2.293759323622397,7.512006172862372,4.089652331540659,3.1298922172082433,2.0526147445634404,1.2325603591290857,2.3587877815870364,0.9106810619229357,1.3991216745439576,2.709590030629393,1.3062339916903931,11.806747392145109,2.0883161518483884,4.373002741148542,5.293910222850116,11.667867887687592,2.692970183333052,3.4068400958680156,1.5697583139596745,2.4815839630331626,1.6642188614287683,16.26190189675321,14.8606790559929,8.462655072689202,10.68633024137896,4.491304623729383,8.116621724163691,3.358848736253833,31.97225902823666,44.27068827367614,76.2429473019128,5,0,0,0,1,0,1,0,0,0,0,0,0,0
2014-05-20,107,355750,134749,57222,1,0,0,0,5,94,4,1,1,2,4,67299,36891,1.2395263829300673,3.595805316726762,3.211074672573426,5.464433369471809,1.2142188852641091,1.7588718650924433,2.909914606240738,1.2619388106500067,3.2055843689078856,2.136006461595217,8.686167546826693,4.664611503027064,3.0989994526889495,1.8322208342773685,3.4049657969745324,2.0571498959944545,1.2051011541250407,0.9232862950317019,2.076764285848626,0.9992257480368014,15.444416203136695,1.8864821028163503,2.476039406164941,2.7102104670955063,10.753430405050574,2.7741041690327353,3.5758940076893597,1.4940353128342543,2.356350206011475,1.5831704678844143,20.279747902793524,15.164115928083502,7.140650909192005,9.895490602365811,3.631540493130066,8.009110083316902,2.8314465823141695,28.539441178017693,48.04894810954084,76.58838928755853,6,1,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-27,85,600547,722571,104809,1,0,0,1,8,76,1,1,2,2,5,147456,121477,1.12761301039347,3.2294287653631013,3.112859858496052,5.931535663929575,0.8641189210771841,2.1758799861270277,2.566259205014215,1.2594870256122914,3.1156319109565365,2.2340430557006687,7.138964398536691,3.3056882930615825,4.7586653313066005,1.5891572025231653,1.896462015910299,1.878549025914797,1.6350489371912618,0.9253945534955793,2.0076675685948353,1.2129415705956623,17.15862294035103,2.087700777457281,3.689786715651265,3.60957397356844,9.988880559411152,2.5966578530164597,3.3085859627357226,1.353652363423517,2.627071070688638,1.614071483895908,21.5156647161076,14.739561407558952,6.995475008712848,10.031025379476477,3.1431658379962806,9.589366240023729,2.802098773118828,29.39140246124182,49.18223679630898,78.5736392575508,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-06-03,120,1089270,8475903,79611,2,6,46,25,123,99,1,0,9,1,10,209013,466327,1.316406699590858,3.9666192983016284,2.2079976587506494,4.723601738974664,1.0794805946873882,1.5704777400996763,3.5445793200458118,1.2810270361660596,2.861225967853052,2.2766383487651485,8.444878947900424,2.6403482759937593,2.748458250998626,1.5611214662116524,1.1622794304457715,2.0486136566445214,1.7310748939465486,1.0214769397420098,2.184179468709864,1.0411520454557401,13.516798067680517,1.780489248456398,2.584543230744821,2.8779559900105682,18.28676754490505,3.0290453507074098,3.2951311784417974,1.3138145572432518,2.2984891874381437,1.6053278650881928,18.799824065573002,22.87906840670465,5.22489150673858,9.558289083046203,3.41477209167265,8.054141950471184,2.6022735116673927,28.455082993069304,51.62738571799089,80.0824687110602,1,0,0,0,0,0,0,0,0,0,0,0,0,0
